fuel_type,generators,facilities,named_capacity_megawatts,summer_capacity_megawatts,us_state,in_year
Coal,64,26,22988.4,21605.6,NC,2015
Other,6,4,378,322,NC,2015
Other Biomass,168,42,184,172.2,NC,2015
Petroleum,224,96,982,805.6,NC,2015
Wood and Wood Derived Fuels,28,16,870,802.8,NC,2015
Hydroelectric Conventional,214,82,3780.8,4008.2,NC,2015
Solar Thermal and Photovoltaic,592,528,2887.8,2873.6,NC,2015
Natural Gas,184,36,25220.8,21631.4,NC,2015
Nuclear,10,6,10789.4,10227.2,NC,2015
Pumped Storage,2,2,190,172,NC,2015
Petroleum,30,20,137,129.4,ND,2015
Coal,30,20,8700.2,8428.8,ND,2015
Hydroelectric Conventional,10,2,1228,1020,ND,2015
Natural Gas,14,6,902,656,ND,2015
Other,2,2,10.6,10.6,ND,2015
Wind,58,52,4529.8,4443.4,ND,2015
Other Biomass,4,2,19.6,19.6,ND,2015
Other Gases,6,2,15,16.8,ND,2015
Other Biomass,34,8,31.4,31.4,NE,2015
Coal,40,20,8548,8032,NE,2015
Hydroelectric Conventional,44,22,664.6,555.8,NE,2015
Natural Gas,224,68,4229.6,3814.8,NE,2015
Nuclear,4,4,2606,2484.2,NE,2015
Petroleum,196,72,722.4,627.4,NE,2015
Wind,34,30,1770.2,1770.6,NE,2015
Other Biomass,20,10,72.8,66.4,NH,2015
Petroleum,40,18,1049.4,996,NH,2015
Coal,8,4,1118.4,1067.8,NH,2015
Hydroelectric Conventional,180,68,849.6,1009.6,NH,2015
Wood and Wood Derived Fuels,16,16,486.8,419.8,NH,2015
Natural Gas,14,6,2801,2478,NH,2015
Nuclear,2,2,2484,2495.8,NH,2015
Wind,6,6,342,342,NH,2015
Coal,10,8,2686.6,2490,NJ,2015
Natural Gas,286,98,26926.4,23947.6,NJ,2015
Other Biomass,92,36,528.6,458.2,NJ,2015
Petroleum,34,16,674.8,586.6,NJ,2015
Solar Thermal and Photovoltaic,302,250,888.8,887.2,NJ,2015
Pumped Storage,6,2,906,840,NJ,2015
Hydroelectric Conventional,14,4,29.4,24.6,NJ,2015
Nuclear,8,6,8361.4,8215.8,NJ,2015
Wind,4,4,18,15.2,NJ,2015
Other,2,2,22.4,22.4,NJ,2015
Other Gases,4,2,60,46.8,NJ,2015
Natural Gas,114,46,7755.6,6798,NM,2015
Other Biomass,4,2,4.4,4.4,NM,2015
Wind,36,30,2124.6,2124.6,NM,2015
Coal,14,6,7482.4,6942,NM,2015
Hydroelectric Conventional,20,10,163.4,165.8,NM,2015
Other,6,4,5.2,5.2,NM,2015
Petroleum,40,8,153.6,133.8,NM,2015
Solar Thermal and Photovoltaic,88,82,624.4,630.8,NM,2015
Geothermal,8,2,8,3.2,NM,2015
Natural Gas,190,36,17250.4,14510.6,NV,2015
Solar Thermal and Photovoltaic,80,38,1957.8,1909.4,NV,2015
Coal,8,6,2207.6,1994.8,NV,2015
Hydroelectric Conventional,34,12,2104.4,2102.8,NV,2015
Petroleum,6,2,12,12,NV,2015
Geothermal,142,48,1403.6,920.4,NV,2015
Other Biomass,4,2,6.4,6.4,NV,2015
Wind,2,2,300,300,NV,2015
Natural Gas,594,180,46651.2,41392.6,NY,2015
Other Biomass,218,62,860,756.2,NY,2015
Wood and Wood Derived Fuels,12,12,446.8,394.2,NY,2015
Hydroelectric Conventional,784,320,9343.4,9423.2,NY,2015
Petroleum,224,84,7677.4,6968.4,NY,2015
Solar Thermal and Photovoltaic,54,50,162.2,162.2,NY,2015
Pumped Storage,32,4,2480,2812.2,NY,2015
Coal,34,12,4499.4,4259.2,NY,2015
Nuclear,12,10,11416.2,10795.2,NY,2015
Other,2,2,40,40,NY,2015
Wind,54,44,3502.2,3494,NY,2015
Natural Gas,264,76,22073.4,19200.2,OH,2015
Other Gases,20,8,445,374.2,OH,2015
Wood and Wood Derived Fuels,18,8,161,85.8,OH,2015
Other Biomass,146,30,198,190,OH,2015
Petroleum,266,114,1753.6,1575.8,OH,2015
Solar Thermal and Photovoltaic,28,28,88,85.4,OH,2015
Coal,90,34,32749.6,30519.8,OH,2015
Hydroelectric Conventional,30,10,257.2,203.8,OH,2015
Other,8,6,56,56,OH,2015
Wind,34,20,863.2,863.2,OH,2015
Nuclear,4,4,4473.6,4268,OH,2015
Coal,30,14,11688,10653,OK,2015
Natural Gas,234,60,30019.2,26469,OK,2015
Petroleum,62,26,160.6,148.8,OK,2015
Hydroelectric Conventional,64,20,1629.8,1723.2,OK,2015
Pumped Storage,12,2,518.4,516,OK,2015
Solar Thermal and Photovoltaic,2,2,5,5,OK,2015
Wind,78,72,10024.2,10002.8,OK,2015
Other Biomass,6,4,40,36.8,OK,2015
Wood and Wood Derived Fuels,2,2,136,115.6,OK,2015
Natural Gas,90,24,7661.4,6549.6,OR,2015
Other Biomass,82,24,116.2,112,OR,2015
Wood and Wood Derived Fuels,54,26,694.8,547,OR,2015
Coal,2,2,1284.4,1170,OR,2015
Geothermal,8,4,73.4,39,OR,2015
Hydroelectric Conventional,392,130,16902,17050.8,OR,2015
Other,2,2,10,10,OR,2015
Solar Thermal and Photovoltaic,16,16,37.8,37.8,OR,2015
Wind,76,68,6316.8,6314.8,OR,2015
Coal,96,50,30301,27236.8,PA,2015
Natural Gas,268,80,27956.4,25517,PA,2015
Other Biomass,282,68,1016.4,911.8,PA,2015
Wood and Wood Derived Fuels,8,8,288.2,242.8,PA,2015
Petroleum,202,76,4352.2,3384.6,PA,2015
Solar Thermal and Photovoltaic,46,40,97,84.4,PA,2015
Hydroelectric Conventional,124,34,1839,1799.2,PA,2015
Nuclear,18,10,20644.8,19438,PA,2015
Other,2,2,40,40,PA,2015
Pumped Storage,22,4,3082,3166,PA,2015
Wind,48,48,2667.4,2667,PA,2015
Other Gases,18,8,232,200.8,PA,2015
Natural Gas,48,16,3946.2,3548.2,RI,2015
Petroleum,18,4,35.4,34.4,RI,2015
Wind,6,6,15,15,RI,2015
Hydroelectric Conventional,10,4,5.6,5.4,RI,2015
Other Biomass,18,4,80.8,73.8,RI,2015
Solar Thermal and Photovoltaic,12,12,20.4,20.4,RI,2015
Natural Gas,142,40,13364.4,11125.6,SC,2015
Wood and Wood Derived Fuels,26,16,869.2,793.4,SC,2015
Hydroelectric Conventional,234,64,2728.2,2690.2,SC,2015
Petroleum,84,32,1408.4,1050.8,SC,2015
Coal,32,16,11785.4,11094,SC,2015
Nuclear,14,8,13750.2,13112.4,SC,2015
Other Biomass,44,20,99.4,92.2,SC,2015
Pumped Storage,32,6,5162.4,5432,SC,2015
Solar Thermal and Photovoltaic,2,2,5,5,SC,2015
Petroleum,48,26,584.8,444,SD,2015
Coal,2,2,912,950,SD,2015
Hydroelectric Conventional,50,8,3204.2,3196,SD,2015
Natural Gas,34,16,2414,1986.6,SD,2015
Wind,28,22,1675.6,1675.6,SD,2015
Natural Gas,162,24,12790.4,10366.8,TN,2015
Petroleum,58,8,115.2,106.4,TN,2015
Solar Thermal and Photovoltaic,12,10,95,90.4,TN,2015
Coal,84,14,16379,14154.6,TN,2015
Hydroelectric Conventional,168,56,4998.8,5237.2,TN,2015
Nuclear,6,4,7421.8,6801.4,TN,2015
Other Biomass,22,8,29.2,28.4,TN,2015
Pumped Storage,8,2,3427.2,3232.6,TN,2015
Wind,8,4,57.6,58.2,TN,2015
Wood and Wood Derived Fuels,12,6,371.4,364,TN,2015
Natural Gas,1274,320,153081.4,136584,TX,2015
Other,34,22,616.4,552.6,TX,2015
Other Biomass,148,40,271.4,253,TX,2015
Petroleum,80,24,245,226,TX,2015
Solar Thermal and Photovoltaic,32,30,637.6,635.8,TX,2015
Wind,284,260,35328,35315.8,TX,2015
Coal,82,42,50840.8,48233,TX,2015
Hydroelectric Conventional,92,46,1414.6,1337.4,TX,2015
Wood and Wood Derived Fuels,20,14,767.2,725.6,TX,2015
Nuclear,8,4,10277.2,9920,TX,2015
Other Gases,16,12,554.2,504.8,TX,2015
Other Biomass,24,10,30.2,28.4,UT,2015
Natural Gas,156,46,6482.2,5361.2,UT,2015
Coal,26,12,9988.2,9508,UT,2015
Geothermal,10,6,167.6,146,UT,2015
Hydroelectric Conventional,110,58,524.2,512.8,UT,2015
Petroleum,22,6,58.6,55.6,UT,2015
Solar Thermal and Photovoltaic,32,30,332.8,332.8,UT,2015
Wind,6,6,648.8,648.8,UT,2015
Other,2,2,63.6,63.6,UT,2015
Coal,58,26,9302,8758.6,VA,2015
Natural Gas,170,50,21684.6,19786.4,VA,2015
Other Biomass,682,50,709.6,625.4,VA,2015
Petroleum,352,76,5499.8,4686.6,VA,2015
Hydroelectric Conventional,150,50,1644.8,1732,VA,2015
Nuclear,8,4,7308.8,7136,VA,2015
Pumped Storage,18,4,6218.6,6482,VA,2015
Wood and Wood Derived Fuels,32,20,1323.6,1156.2,VA,2015
Wood and Wood Derived Fuels,8,6,164.8,145.4,VT,2015
Hydroelectric Conventional,234,92,650,654.2,VT,2015
Petroleum,30,18,271.4,199.4,VT,2015
Wind,8,8,242,240.4,VT,2015
Other Biomass,4,2,6.4,6.4,VT,2015
Solar Thermal and Photovoltaic,32,32,65,64.8,VT,2015
Natural Gas,96,38,8228.4,6905,WA,2015
Other Biomass,64,10,154,147.4,WA,2015
Petroleum,16,8,31,30.4,WA,2015
Hydroelectric Conventional,566,148,42176,42484.4,WA,2015
Nuclear,2,2,2400,2316,WA,2015
Other,2,2,2,2,WA,2015
Pumped Storage,12,2,628,628,WA,2015
Solar Thermal and Photovoltaic,2,2,1,1,WA,2015
Wind,48,42,6155.6,6146.2,WA,2015
Wood and Wood Derived Fuels,40,24,793.2,664.6,WA,2015
Coal,4,2,2919.6,2680,WA,2015
Natural Gas,180,90,14625.2,12645.8,WI,2015
Other Biomass,184,48,223.6,219.2,WI,2015
Petroleum,200,64,1590.8,1311.6,WI,2015
Coal,60,30,16128.2,14745.4,WI,2015
Hydroelectric Conventional,488,130,1054.2,766,WI,2015
Wind,30,24,1275,662.8,WI,2015
Wood and Wood Derived Fuels,32,18,651.2,551,WI,2015
Nuclear,4,2,2572,2392,WI,2015
Solar Thermal and Photovoltaic,2,2,2,2,WI,2015
Other,6,2,41.6,42.2,WI,2015
Coal,50,24,27267.8,26162,WV,2015
Hydroelectric Conventional,70,22,653.2,601,WV,2015
Natural Gas,28,6,2432.8,2142.6,WV,2015
Other,6,6,131,131,WV,2015
Petroleum,2,2,37,22,WV,2015
Other Biomass,4,2,4.4,4.4,WV,2015
Wind,12,10,1166.6,1166.6,WV,2015
Coal,56,24,14508.2,12820.2,WY,2015
Hydroelectric Conventional,64,32,606.8,614.2,WY,2015
Natural Gas,52,20,612.8,521,WY,2015
Petroleum,8,6,11.6,11.6,WY,2015
Wind,60,40,2866,2814.6,WY,2015
Other,2,2,23,23,WY,2015
Other Gases,14,6,223.4,220.2,WY,2015
Coal,32,10,227,212.2,AK,2014
Other Biomass,10,2,23,14,AK,2014
Petroleum,686,178,1521.8,1370.8,AK,2014
Hydroelectric Conventional,112,56,880.8,871.4,AK,2014
Natural Gas,106,28,2466.4,2206,AK,2014
Other,6,6,140,134,AK,2014
Wind,56,12,145.4,120,AK,2014
Natural Gas,194,50,26659.6,24222.4,AL,2014
Wood and Wood Derived Fuels,40,22,1338.6,1219,AL,2014
Coal,66,18,23483.2,21492.8,AL,2014
Hydroelectric Conventional,206,48,6638.6,6542,AL,2014
Nuclear,10,4,10540.8,10132.8,AL,2014
Petroleum,28,8,95.6,85.2,AL,2014
Other Biomass,10,4,12.8,12.8,AL,2014
Other Gases,14,6,221.6,199.6,AL,2014
Natural Gas,122,38,14572.6,12274.6,AR,2014
Other Biomass,26,8,56.2,28.2,AR,2014
Coal,14,10,10974,10249,AR,2014
Hydroelectric Conventional,98,38,2641.8,2647.2,AR,2014
Nuclear,4,2,3690,3639.2,AR,2014
Petroleum,18,6,24.6,24.4,AR,2014
Pumped Storage,2,2,56,56,AR,2014
Wood and Wood Derived Fuels,24,10,700.2,588.6,AR,2014
Natural Gas,280,64,32242.6,26867.8,AZ,2014
Petroleum,12,8,256.6,181,AZ,2014
Solar Thermal and Photovoltaic,166,110,2805.2,2816.6,AZ,2014
Coal,32,12,13414,12340,AZ,2014
Hydroelectric Conventional,68,20,5436,5441.8,AZ,2014
Nuclear,6,2,8419.2,7874,AZ,2014
Other Biomass,18,6,22,20,AZ,2014
Pumped Storage,12,6,388.2,432.6,AZ,2014
Wind,8,8,474.6,474.6,AZ,2014
Wood and Wood Derived Fuels,4,4,60.4,49.4,AZ,2014
Coal,12,6,261.4,237.2,CA,2014
Geothermal,204,70,5881.8,3910.4,CA,2014
Natural Gas,1374,580,92308.4,84653.4,CA,2014
Other,40,34,1022.4,923.2,CA,2014
Other Biomass,412,156,1357.6,1183,CA,2014
Wood and Wood Derived Fuels,82,68,1682.8,1462.6,CA,2014
Hydroelectric Conventional,878,502,20085,20350.2,CA,2014
Petroleum,166,28,1001.8,791,CA,2014
Pumped Storage,70,18,7502,7738.6,CA,2014
Solar Thermal and Photovoltaic,866,604,11658.4,11509,CA,2014
Wind,260,226,11665.6,11630.4,CA,2014
Nuclear,4,2,4646,4480,CA,2014
Other Gases,28,16,516,423.4,CA,2014
Coal,56,28,11560.4,10563.6,CO,2014
Natural Gas,240,60,13580,11072,CO,2014
Other Biomass,22,6,42.8,32.2,CO,2014
Hydroelectric Conventional,120,84,1322.2,1352.6,CO,2014
Solar Thermal and Photovoltaic,60,44,259.2,254,CO,2014
Wind,68,46,5188.2,5087.8,CO,2014
Petroleum,96,26,405.4,336.8,CO,2014
Pumped Storage,10,6,1017,1125,CO,2014
Other,4,4,21.2,18.6,CO,2014
Wood and Wood Derived Fuels,2,2,22.6,22.6,CO,2014
Natural Gas,120,62,6860.8,6103,CT,2014
Other,4,4,72.6,61.8,CT,2014
Other Biomass,26,16,441.8,333.8,CT,2014
Petroleum,150,56,6428.6,5755.8,CT,2014
Hydroelectric Conventional,78,28,237,244.4,CT,2014
Coal,2,2,800,766.8,CT,2014
Nuclear,4,2,4325.8,4245,CT,2014
Pumped Storage,6,2,62,58.8,CT,2014
Solar Thermal and Photovoltaic,6,6,20,20,CT,2014
Wood and Wood Derived Fuels,2,2,86,75,CT,2014
Natural Gas,4,2,21.6,18,DC,2014
Natural Gas,58,18,5030.4,4766,DE,2014
Solar Thermal and Photovoltaic,16,12,59.2,59.2,DE,2014
Wind,2,2,4,4,DE,2014
Coal,2,2,891,820,DE,2014
Other Biomass,24,6,24.4,24.4,DE,2014
Petroleum,12,10,243.2,228.8,DE,2014
Other Gases,8,2,280,270,DE,2014
Coal,60,28,22686.6,20354,FL,2014
Natural Gas,640,146,84907.8,72907.8,FL,2014
Other Biomass,134,56,1860,1491.8,FL,2014
Petroleum,202,44,16032,14299.8,FL,2014
Solar Thermal and Photovoltaic,20,20,150.2,145.8,FL,2014
Hydroelectric Conventional,12,4,111.4,109,FL,2014
Nuclear,8,4,7594.4,7144,FL,2014
Other,34,18,1905,1553.4,FL,2014
Wood and Wood Derived Fuels,36,16,982.2,874.4,FL,2014
Natural Gas,252,62,35844.2,31800.4,GA,2014
Other Biomass,60,18,75.4,75.4,GA,2014
Petroleum,196,52,2748,2409,GA,2014
Solar Thermal and Photovoltaic,24,22,137.2,137.2,GA,2014
Coal,72,26,26888.4,24628.8,GA,2014
Hydroelectric Conventional,196,60,3853.6,4095.2,GA,2014
Nuclear,8,4,8083.6,8122,GA,2014
Pumped Storage,26,8,3269.2,3724.4,GA,2014
Wood and Wood Derived Fuels,60,26,1555.2,1419,GA,2014
Other,2,2,90,88,GA,2014
Coal,2,2,406,360,HI,2014
Petroleum,206,38,4153,3769.2,HI,2014
Other Biomass,12,6,512.8,494.2,HI,2014
Hydroelectric Conventional,28,16,52.4,50,HI,2014
Other,6,6,120.2,95.2,HI,2014
Solar Thermal and Photovoltaic,38,16,64.4,64.4,HI,2014
Geothermal,24,2,102,86,HI,2014
Wind,14,14,411.2,411.2,HI,2014
Other Gases,4,2,12,12.8,HI,2014
Other Biomass,46,10,40.8,40.8,IA,2014
Coal,88,42,14266.2,13126,IA,2014
Natural Gas,182,70,5931.2,5119.2,IA,2014
Petroleum,716,208,2333,2070.2,IA,2014
Wind,164,144,11334.4,11124.4,IA,2014
Hydroelectric Conventional,40,6,258.4,289.8,IA,2014
Other,6,2,45,40,IA,2014
Nuclear,2,2,1359,1202.8,IA,2014
Natural Gas,28,16,2541.8,2260.6,ID,2014
Other Biomass,60,26,70.6,69.8,ID,2014
Wood and Wood Derived Fuels,8,6,212.4,121.6,ID,2014
Hydroelectric Conventional,354,148,5082.6,5415.4,ID,2014
Petroleum,4,2,10,10.8,ID,2014
Wind,64,64,1933.2,1925.4,ID,2014
Geothermal,2,2,36,20,ID,2014
Coal,12,4,37.8,34.4,ID,2014
Other,2,2,31.8,29.6,ID,2014
Natural Gas,608,156,33025.6,26774.6,IL,2014
Other,6,4,9,5,IL,2014
Other Biomass,160,54,284,250.2,IL,2014
Petroleum,374,76,1614.2,1364.4,IL,2014
Coal,126,50,33969.2,30509.8,IL,2014
Hydroelectric Conventional,58,18,79.4,68.2,IL,2014
Wind,68,58,7103,7053.6,IL,2014
Solar Thermal and Photovoltaic,8,8,63.8,63.8,IL,2014
Nuclear,22,12,24830.2,23128.2,IL,2014
Other Gases,8,4,235.4,235.4,IL,2014
Coal,150,54,41695.2,37198,IN,2014
Natural Gas,166,54,13671.2,11397.6,IN,2014
Other Biomass,154,36,159.8,149.6,IN,2014
Petroleum,102,34,1195,1094.6,IN,2014
Wind,28,22,3479.4,3479.4,IN,2014
Hydroelectric Conventional,42,10,184.2,120.8,IN,2014
Other Gases,40,14,1392.4,1199.8,IN,2014
Solar Thermal and Photovoltaic,44,44,182,182.2,IN,2014
Other,2,2,189.2,176,IN,2014
Coal,28,14,10769.6,10194.2,KS,2014
Natural Gas,430,134,10086.4,8849.6,KS,2014
Nuclear,2,2,2535.4,2350,KS,2014
Petroleum,352,98,1257,1076,KS,2014
Wind,44,40,5937.4,5937.8,KS,2014
Hydroelectric Conventional,22,2,14,14,KS,2014
Other Biomass,20,6,62.2,30,KS,2014
Other,2,2,4,1.6,KS,2014
Coal,108,38,35290,30179.4,KY,2014
Hydroelectric Conventional,60,14,1608.2,1670.6,KY,2014
Natural Gas,98,26,12478.8,9741.2,KY,2014
Other Biomass,42,14,37.6,36,KY,2014
Petroleum,14,2,23,23.8,KY,2014
Wood and Wood Derived Fuels,6,4,186,104.6,KY,2014
Natural Gas,390,124,45867.6,38440.6,LA,2014
Coal,12,8,7592.4,6837.2,LA,2014
Nuclear,4,4,4471.4,4265.6,LA,2014
Petroleum,24,12,2101.2,1883.4,LA,2014
Hydroelectric Conventional,16,2,384,384,LA,2014
Other Biomass,6,4,30.2,27.8,LA,2014
Other,32,18,697.8,551.6,LA,2014
Other Gases,6,2,150,50.4,LA,2014
Wood and Wood Derived Fuels,28,14,1002.8,872.4,LA,2014
Natural Gas,184,68,14800.6,12300.8,MA,2014
Petroleum,150,54,5695.4,5132.6,MA,2014
Hydroelectric Conventional,150,58,537.8,526,MA,2014
Other Biomass,48,28,680.6,534.6,MA,2014
Solar Thermal and Photovoltaic,240,232,581.2,562,MA,2014
Wind,52,38,168.8,165.2,MA,2014
Coal,8,4,2260.6,2149,MA,2014
Nuclear,2,2,1340,1355.2,MA,2014
Other,4,4,6,6,MA,2014
Pumped Storage,12,4,3080,3492,MA,2014
Wood and Wood Derived Fuels,2,2,36,32,MA,2014
Coal,36,18,10278.4,9478,MD,2014
Natural Gas,92,32,4726.2,4093.4,MD,2014
Other Biomass,82,24,319.2,285,MD,2014
Petroleum,130,32,6620.2,5629,MD,2014
Solar Thermal and Photovoltaic,34,34,134,120.8,MD,2014
Wood and Wood Derived Fuels,4,2,7.6,5.2,MD,2014
Hydroelectric Conventional,26,4,1101.6,1180,MD,2014
Nuclear,4,2,3657.4,3415.6,MD,2014
Wind,8,8,320,320,MD,2014
Coal,2,2,205.2,170,ME,2014
Natural Gas,34,14,3714.6,3332.4,ME,2014
Other Biomass,16,10,100.2,82.6,ME,2014
Petroleum,44,16,1876.2,1803.6,ME,2014
Hydroelectric Conventional,492,116,1446.2,1466,ME,2014
Wind,22,20,861.2,861.2,ME,2014
Wood and Wood Derived Fuels,50,32,1297.6,1181,ME,2014
Other,2,2,44,44,ME,2014
Coal,124,54,24168.2,21896.8,MI,2014
Natural Gas,378,126,24189.4,21799.4,MI,2014
Other Biomass,208,54,466.2,431,MI,2014
Petroleum,286,92,1350.6,1170.4,MI,2014
Other,2,2,1.8,1.8,MI,2014
Hydroelectric Conventional,464,112,732.2,666.2,MI,2014
Nuclear,8,6,8628.2,7964,MI,2014
Pumped Storage,12,2,3957.6,3744,MI,2014
Wind,46,44,3059,2720.2,MI,2014
Wood and Wood Derived Fuels,18,16,504.4,476,MI,2014
Natural Gas,186,70,11668.6,9995.6,MN,2014
Other Biomass,64,30,549.4,441.4,MN,2014
Wood and Wood Derived Fuels,26,10,507.6,437.4,MN,2014
Other,8,8,46.4,38.8,MN,2014
Petroleum,470,152,1851.8,1596,MN,2014
Wind,288,250,6099,5575.6,MN,2014
Coal,74,34,10515.4,9576.2,MN,2014
Hydroelectric Conventional,204,54,430.6,390,MN,2014
Nuclear,6,4,3742.4,3188,MN,2014
Solar Thermal and Photovoltaic,2,2,3.4,3.4,MN,2014
Coal,110,46,26267.4,24653.2,MO,2014
Natural Gas,242,80,13124,10832.4,MO,2014
Petroleum,404,104,2698,2290,MO,2014
Hydroelectric Conventional,40,12,1012,1136.2,MO,2014
Nuclear,2,2,2471.6,2386,MO,2014
Other,2,2,2,2,MO,2014
Other Biomass,24,12,34.4,33,MO,2014
Pumped Storage,18,6,1200.8,1314,MO,2014
Solar Thermal and Photovoltaic,4,4,15.4,15.4,MO,2014
Wind,12,12,917,917,MO,2014
Natural Gas,212,58,26964.6,23356.6,MS,2014
Other,6,4,399.4,319.4,MS,2014
Coal,14,8,5775,5052,MS,2014
Nuclear,2,2,2880,2817,MS,2014
Petroleum,24,8,96,86.2,MS,2014
Other Biomass,2,2,3.2,3.2,MS,2014
Wood and Wood Derived Fuels,20,8,588.6,546.2,MS,2014
Petroleum,2,2,136,104,MT,2014
Coal,20,12,5321.2,4838.2,MT,2014
Hydroelectric Conventional,150,46,5255,5515.2,MT,2014
Natural Gas,34,12,997.2,832.2,MT,2014
Wind,24,24,1324.6,1273.4,MT,2014
Other,16,4,120,88,MT,2014
Other Gases,2,2,3.2,3,MT,2014
Wood and Wood Derived Fuels,2,2,7.6,6,MT,2014
Coal,66,28,22008,21665.6,NC,2014
Other Biomass,152,42,175.2,163.4,NC,2014
Petroleum,220,96,1008.4,804.8,NC,2014
Wood and Wood Derived Fuels,32,18,1158.8,1003.4,NC,2014
Hydroelectric Conventional,214,82,3780.8,3998.2,NC,2014
Solar Thermal and Photovoltaic,368,304,1362.8,1352,NC,2014
Natural Gas,184,36,25426.2,21540.4,NC,2014
Nuclear,10,6,10789.4,10188.2,NC,2014
Pumped Storage,2,2,190,172,NC,2014
Other,2,2,105.8,108,NC,2014
Petroleum,30,20,137,129.2,ND,2014
Coal,30,20,8700.2,8369.2,ND,2014
Hydroelectric Conventional,10,2,1228,1020,ND,2014
Natural Gas,10,6,660,496,ND,2014
Other,2,2,10.6,10.6,ND,2014
Wind,52,46,3604.8,3518.4,ND,2014
Other Biomass,4,2,19.6,19.6,ND,2014
Other Gases,6,2,15,16.8,ND,2014
Other Biomass,34,8,31.4,31.4,NE,2014
Coal,40,20,8548,8335.8,NE,2014
Hydroelectric Conventional,44,22,664.6,555.6,NE,2014
Natural Gas,224,68,4229.6,3805.6,NE,2014
Nuclear,4,4,2606,2485.2,NE,2014
Petroleum,196,72,722.4,627.4,NE,2014
Wind,32,28,1623.4,1623.8,NE,2014
Other Biomass,20,10,72.8,66.4,NH,2014
Petroleum,40,18,1049.4,996,NH,2014
Coal,8,4,1118.4,1067.8,NH,2014
Hydroelectric Conventional,188,70,896.6,1042.6,NH,2014
Wood and Wood Derived Fuels,16,16,486.8,419.8,NH,2014
Natural Gas,14,6,2801,2409.6,NH,2014
Nuclear,2,2,2484,2492.4,NH,2014
Wind,6,6,342,342,NH,2014
Coal,12,10,4006,3740,NJ,2014
Natural Gas,348,94,25028.2,22434,NJ,2014
Other Biomass,100,38,532.6,461.6,NJ,2014
Petroleum,74,32,2373.2,2248.8,NJ,2014
Solar Thermal and Photovoltaic,280,230,784.8,790.4,NJ,2014
Pumped Storage,6,2,906,840,NJ,2014
Hydroelectric Conventional,14,4,29.4,24.6,NJ,2014
Nuclear,8,6,8361.4,8220.2,NJ,2014
Wind,4,4,18,15.2,NJ,2014
Other,2,2,22.4,22.4,NJ,2014
Natural Gas,116,44,7683,6765.8,NM,2014
Other Biomass,4,2,4.4,4.4,NM,2014
Wind,30,28,1624.6,1624.6,NM,2014
Coal,14,6,7482.4,6942,NM,2014
Hydroelectric Conventional,20,10,163.4,165.8,NM,2014
Other,6,4,5.2,5.2,NM,2014
Petroleum,40,8,153.6,133.8,NM,2014
Solar Thermal and Photovoltaic,70,64,501.4,499.2,NM,2014
Geothermal,8,2,8,3.2,NM,2014
Natural Gas,190,36,17250.4,14510.6,NV,2014
Solar Thermal and Photovoltaic,58,28,1235,1216.2,NV,2014
Coal,8,6,2207.6,1994.8,NV,2014
Hydroelectric Conventional,34,12,2104.4,2102.8,NV,2014
Petroleum,6,2,12,12,NV,2014
Geothermal,134,46,1252.6,827.6,NV,2014
Other Biomass,4,2,6.4,6.4,NV,2014
Wind,2,2,300,300,NV,2014
Natural Gas,586,180,44872.4,40113.8,NY,2014
Other Biomass,220,64,861.4,757.4,NY,2014
Petroleum,232,86,8761.6,7887,NY,2014
Wood and Wood Derived Fuels,10,10,362.6,312.2,NY,2014
Hydroelectric Conventional,784,320,9343.4,9426.2,NY,2014
Solar Thermal and Photovoltaic,28,24,106.4,104.6,NY,2014
Pumped Storage,32,4,2480,2812.2,NY,2014
Coal,36,14,5267.4,4997.8,NY,2014
Nuclear,12,10,11416.2,10863,NY,2014
Other,2,2,40,40,NY,2014
Wind,54,44,3502.2,3494,NY,2014
Natural Gas,260,74,21887.4,19067.4,OH,2014
Other Gases,22,10,509,434.2,OH,2014
Wood and Wood Derived Fuels,20,10,194,113,OH,2014
Coal,128,48,38801.2,36168,OH,2014
Other Biomass,148,30,200.8,192.8,OH,2014
Petroleum,276,118,1776.6,1597.8,OH,2014
Solar Thermal and Photovoltaic,22,22,73.4,71.8,OH,2014
Hydroelectric Conventional,30,10,257.2,203.8,OH,2014
Wind,26,16,848.2,848.2,OH,2014
Nuclear,4,4,4473.6,4268,OH,2014
Other,4,4,48,48,OH,2014
Coal,30,14,11688,10514.6,OK,2014
Natural Gas,240,58,29965.6,27475.2,OK,2014
Petroleum,62,26,160.6,148.8,OK,2014
Hydroelectric Conventional,64,20,1618.6,1726.4,OK,2014
Pumped Storage,12,2,576,520,OK,2014
Wind,64,58,7559,7559,OK,2014
Other Biomass,6,4,40,36.8,OK,2014
Wood and Wood Derived Fuels,2,2,136,115.6,OK,2014
Natural Gas,88,24,7623.8,6512.2,OR,2014
Other Biomass,78,22,113,109,OR,2014
Wood and Wood Derived Fuels,56,26,719.8,553.4,OR,2014
Coal,2,2,1284.4,1170,OR,2014
Hydroelectric Conventional,388,128,16896.8,17045.8,OR,2014
Solar Thermal and Photovoltaic,14,14,27.8,27.8,OR,2014
Wind,76,68,6316.8,6314.8,OR,2014
Geothermal,6,2,66,35.4,OR,2014
Coal,110,58,31599,28427,PA,2014
Natural Gas,254,76,26642.4,23852.2,PA,2014
Other Biomass,284,70,1022.4,917.6,PA,2014
Wood and Wood Derived Fuels,8,8,288.2,242.8,PA,2014
